pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
13400,EQ,nse_cm,,BHAGERIA,BHAGERIA-EQ,,BHAGERIA,INE354C01027,,,,BHAGERIA INDUSTRIES LTD,,,5,1,-1,-1,2,-1,NSE,,,1141344000,,1141344000,0,0,1343088000,1343606400,0,108.95-163.35,0,0,1365879311,,,,,,,,,,CASH,,,,,500,,,,0,20,,,T+1,315513000,0,1,734444,1,0,16335,10895,1,1,1,0,0,1,0,4.36442e+07,0,0,734444
13401,SG,nse_cm,,767WB41,767WB41-SG,,767WB41-SG,IN3420220201,,,,SDL WB 7.67% 2041,,,1,100,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,95.00-105.00,0,0,1365871718,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000
13404,EQ,nse_cm,,SUNTV,SUNTV-EQ,,SUNTV,INE424H01027,,,,SUN TV NETWORK LIMITED,,,5,1,-1,-1,2,-1,NSE,,,830304000,,830304000,0,0,0,0,1363824000,386.15-471.95,0,0,1365879312,,,,,,,,,,CASH,,,,,500,,,,0,20,,,T+1,315513000,0,1,232904,1,0,47195,38615,1,1,1,0,0,1,0,3.94085e+08,0,0,232904
13405,TB,nse_cm,,182D290623,182D290623-TB,,182D290623-TB,IN002022Y401,,,,GOI TBILL 182D-29/06/23,,,1,100,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,93.10-102.90,0,0,1365874388,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1020000,100,0,10290,9310,1,1,1,0,0,1,0,6e+08,0,0,1020000
13406,BL,nse_cm,,SUNTV,SUNTV-BL,,SUNTV-BL,INE424H01027,,,,SUN TV NETWORK LIMITED,,,5,1,-1,-1,2,-1,NSE,,,830304000,,830304000,0,0,0,0,1363824000,424.75-433.30,0,0,1365873668,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,43330,42475,1,1,1,0,0,1,0,3.94085e+08,0,0,99999999
13407,TB,nse_cm,,364D281223,364D281223-TB,,364D281223-TB,IN002022Z390,,,,GOI TBILL 364D-28/12/23,,,1,100,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,89.30-98.70,0,0,1365871718,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1063289,100,0,9870,8930,1,1,1,0,0,1,0,6.07594e+08,0,0,1063289
13409,EQ,nse_cm,,GPIL,GPIL-EQ,,GPIL,INE177H01021,,,,GODAWARI POW & ISP LTD,,,5,1,-1,-1,2,-1,NSE,,,830390400,,830390400,0,0,0,0,1364688000,296.20-444.30,0,0,1365879312,,,,,,,,,,CASH,,,,,500,,,,0,20,,,T+1,315513000,0,1,270050,1,0,44430,29620,1,1,1,0,0,1,0,1.40945e+08,0,0,270050
6563,SG,nse_cm,,70AP38A,70AP38A-SG,,70AP38A-SG,IN1020210390,,,,SDL AP 7.0% 2038,,,1,100,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,0,0,0,95.00-105.00,0,0,1365871717,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000
6564,SG,nse_cm,,70AP39B,70AP39B-SG,,70AP39B-SG,IN1020210408,,,,SDL AP 7.0% 2039,,,1,100,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,0,0,0,95.00-105.00,0,0,1365871717,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000
6568,EQ,nse_cm,,LAXMICOT,LAXMICOT-EQ,,LAXMICOT,INE801V01019,,,,LAXMI COTSPIN LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,1351555200,1352073600,0,15.45-23.15,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,3.50,21.50,,,T+1,315513000,0,1,560728,1,0,2315,1545,1,1,1,0,0,1,0,1.71477e+07,0,0,560728
13413,BL,nse_cm,,GPIL,GPIL-BL,,GPIL-BL,INE177H01021,,,,GODAWARI POW & ISP LTD,,,5,1,-1,-1,2,-1,NSE,,,830390400,,830390400,0,0,0,0,1364688000,366.55-373.95,0,0,1365873668,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,37395,36655,1,1,1,0,0,1,0,1.40945e+08,0,0,99999999
13414,EQ,nse_cm,,RSYSTEMS,RSYSTEMS-EQ,,RSYSTEMS,INE411H01032,,,,R SYS INTERNATIONAL LTD,,,5,1,-1,-1,2,-1,NSE,,,830476800,,830476800,0,0,1339804800,1340150400,0,205.25-307.85,0,0,1365879312,,,,,,,,,,CASH,,,,,100,,,,0,20,,,T+1,315513000,0,1,389691,1,0,30785,20525,1,1,1,0,0,1,0,1.18303e+08,0,0,389691
13416,BL,nse_cm,,RSYSTEMS,RSYSTEMS-BL,,RSYSTEMS-BL,INE411H01032,,,,R SYS INTERNATIONAL LTD,,,5,1,-1,-1,2,-1,NSE,,,830476800,,830476800,0,0,1339804800,1340150400,0,254.00-259.10,0,0,1365873668,,,,,,,,,,CASH,,,,,100,,,,,,,,T+1,315513000,0,1,0,1,0,25910,25400,1,1,1,0,0,1,0,1.18303e+08,0,0,99999999
6571,BL,nse_cm,,LAXMICOT,LAXMICOT-BL,,LAXMICOT-BL,INE801V01019,,,,LAXMI COTSPIN LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,1351555200,1352073600,0,19.10-19.45,0,0,1365873659,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,1945,1910,1,1,1,0,0,1,0,1.71477e+07,0,0,99999999
6579,EQ,nse_cm,,FINOPB,FINOPB-EQ,,FINOPB,INE02NC01014,,,,FINO PAYMENTS BANK LTD,,,5,1,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,0,0,0,168.80-253.10,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,3.50,16.93,,,T+1,315513000,0,1,473988,1,0,25310,16880,1,1,1,0,0,1,0,8.32143e+07,0,0,473988
13420,BZ,nse_cm,,JETAIRWAYS,JETAIRWAYS-BZ,,JETAIRWAYS-BZ,INE802G01018,,,,JET AIRWAYS (INDIA) LTD.,,,5,1,-1,-1,2,-1,NSE,,,1253750400,,1253750400,0,0,1306972800,1307577600,0,59.00-65.20,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,1610242,1,0,6520,5900,1,1,1,0,0,1,0,1.13597e+08,0,0,1610242
13421,EQ,nse_cm,,EMKAY,EMKAY-EQ,,EMKAY,INE296H01011,,,,EMKAY GLOBAL FIN SERV LTD,,,5,1,-1,-1,2,-1,NSE,,,830649600,,830649600,0,0,1343865600,1344384000,0,54.05-81.05,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,805735,1,0,8105,5405,1,1,1,0,0,1,0,2.46402e+07,0,0,805735
13423,EQ,nse_cm,,ELIN,ELIN-EQ,,ELIN,INE050401020,,,,ELIN ELECTRONICS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,107.30-160.90,0,0,1365879312,,,,,,,,,,CASH,,,,,500,,,,3.50,10.87,,,T+1,315513000,0,1,745682,1,0,16090,10730,1,1,1,0,0,1,0,4.96592e+07,0,0,745682
13425,BL,nse_cm,,EMKAY,EMKAY-BL,,EMKAY-BL,INE296H01011,,,,EMKAY GLOBAL FIN SERV LTD,,,5,1,-1,-1,2,-1,NSE,,,830649600,,830649600,0,0,1343865600,1344384000,0,66.90-68.20,0,0,1365873668,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,6820,6690,1,1,1,0,0,1,0,2.46402e+07,0,0,99999999
13426,BL,nse_cm,,BHAGERIA,BHAGERIA-BL,,BHAGERIA-BL,INE354C01027,,,,BHAGERIA INDUSTRIES LTD,,,5,1,-1,-1,2,-1,NSE,,,1141344000,,1141344000,0,0,1343088000,1343606400,0,134.80-137.50,0,0,1365873668,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,13750,13480,1,1,1,0,0,1,0,4.36442e+07,0,0,99999999
6584,BL,nse_cm,,FINOPB,FINOPB-BL,,FINOPB-BL,INE02NC01014,,,,FINO PAYMENTS BANK LTD,,,5,1,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,0,0,0,208.85-213.05,0,0,1365873659,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,21305,20885,1,1,1,0,0,1,0,8.32143e+07,0,0,99999999
13430,EQ,nse_cm,,KELLTONTEC,KELLTONTEC-EQ,,KELLTONTEC,INE164B01022,,,,KELLTON TECH SOL LTD,,,5,1,-1,-1,2,-1,NSE,,,1141344000,,1141344000,0,0,1316563200,1317168000,0,47.95-58.55,0,0,1365879312,,,,,,,,,,CASH,,,,,500,,,,0,20,,,T+1,315513000,0,1,1877910,1,0,5855,4795,1,1,1,0,0,1,0,9.65308e+07,0,0,1877910
13433,BL,nse_cm,,ELIN,ELIN-BL,,ELIN-BL,INE050401020,,,,ELIN ELECTRONICS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,132.75-135.40,0,0,1365873668,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,13540,13275,1,1,1,0,0,1,0,4.96592e+07,0,0,99999999
13435,ZO,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZO,,IBULHSGFIN-ZO,INE148I07NE4,,,,SEC RE NCD 8.90% SR.I,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,800.00-1200.00,0,0,1365871718,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,1020,1,0,120000,80000,1,1,1,0,0,1,0,31200,0,0,1020
13436,EQ,nse_cm,,LOKESHMACH,LOKESHMACH-EQ,,LOKESHMACH,INE397H01017,,,,LOKESH MACHINES LTD,,,5,1,-1,-1,2,-1,NSE,,,831254400,,831254400,0,0,1348272000,1348790400,0,105.60-158.40,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,3.50,23.55,,,T+1,315513000,0,1,585224,1,0,15840,10560,1,1,1,0,0,1,0,1.78968e+07,0,0,585224
13438,ZP,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZP,,IBULHSGFIN-ZP,INE148I07NC8,,,,SEC RE NCD 9.30% SR.I,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,784.00-1176.00,0,0,1365871718,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,4210,1,0,117600,78400,1,1,1,0,0,1,0,128771,0,0,4210
6592,SM,nse_cm,,NIDAN,NIDAN-SM,,NIDAN-SM,INE0J6L01013,,,,NIDAN LABS AND HEALTH LTD,,,5,1000,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,1348185600,1348790400,0,31.15-46.65,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,3.50,50.00,,,T+1,315513000,0,1,454530,1000,0,4665,3115,1,1,1,0,0,1,0,1.39e+07,0,0,454530
6596,EQ,nse_cm,,SONATSOFTW,SONATSOFTW-EQ,,SONATSOFTW,INE269A01021,,,,SONATA SOFTWARE LTD,,,5,1,-1,-1,2,-1,NSE,,,617587200,,617587200,0,0,0,0,1351728000,678.95-1018.35,0,0,1365879312,,,,,,,,,,CASH,,,,,100,,,,0,20,,,T+1,315513000,0,1,117778,1,0,101835,67895,1,1,1,0,0,1,0,1.40212e+08,0,0,117778
13440,BL,nse_cm,,LOKESHMACH,LOKESHMACH-BL,,LOKESHMACH-BL,INE397H01017,,,,LOKESH MACHINES LTD,,,5,1,-1,-1,2,-1,NSE,,,831254400,,831254400,0,0,1348272000,1348790400,0,130.70-133.30,0,0,1365873668,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,13330,13070,1,1,1,0,0,1,0,1.78968e+07,0,0,99999999
13441,EQ,nse_cm,,BALPHARMA,BALPHARMA-EQ,,BALPHARMA,INE083D01012,,,,BAL PHARMA LTD.,,,5,1,-1,-1,2,-1,NSE,,,831513600,,831513600,0,0,1347667200,1348012800,0,57.30-85.90,0,0,1365879311,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,513058,1,0,8590,5730,1,1,1,0,0,1,0,1.56899e+07,0,0,513058
13443,ZQ,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZQ,,IBULHSGFIN-ZQ,INE148I07NR6,,,,SEC RE NCD 8.57% SR.II,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,1365811200,800.00-1200.00,0,0,1365871718,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,16,1,0,120000,80000,1,1,1,0,0,1,0,500,0,0,16
13445,BL,nse_cm,,BALPHARMA,BALPHARMA-BL,,BALPHARMA-BL,INE083D01012,,,,BAL PHARMA LTD.,,,5,1,-1,-1,2,-1,NSE,,,831513600,,831513600,0,0,1347667200,1348012800,0,70.90-72.30,0,0,1365873668,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,7230,7090,1,1,1,0,0,1,0,1.56899e+07,0,0,99999999
13446,SM,nse_cm,,SHIVAUM,SHIVAUM-SM,,SHIVAUM-SM,INE719F01016,,,,SHIV AUM STEELS LIMITED,,,5,3000,-1,-1,2,-1,NSE,,,1254355200,,1254355200,0,0,0,0,0,172.00-258.00,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,444733,3000,0,25800,17200,1,1,1,0,0,1,0,1.36004e+07,0,0,444733
13448,ZR,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZR,,IBULHSGFIN-ZR,INE148I07NQ8,,,,SEC RE NCD 8.94% SR.II,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,1365811200,736.00-1104.00,0,0,1365871718,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,4168,1,0,110400,73600,1,1,1,0,0,1,0,127469,0,0,4168
13449,BL,nse_cm,,KELLTONTEC,KELLTONTEC-BL,,KELLTONTEC-BL,INE164B01022,,,,KELLTON TECH SOL LTD,,,5,1,-1,-1,2,-1,NSE,,,1141344000,,1141344000,0,0,1316563200,1317168000,0,52.75-53.75,0,0,1365873668,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,5375,5275,1,1,1,0,0,1,0,9.65308e+07,0,0,99999999
13451,EQ,nse_cm,,RATNAMANI,RATNAMANI-EQ,,RATNAMANI,INE703B01027,,,,RATNAMANI MET & TUB LTD.,,,5,1,-1,-1,2,-1,NSE,,,831600000,,831600000,0,0,1343952000,1344470400,0,1669.60-2504.30,0,0,1365879312,,,,,,,,,,CASH,,,,,200,,,,0,20,,,T+1,315513000,0,1,47872,1,0,250430,166960,1,1,1,0,0,1,0,7.0092e+07,0,0,47872
13453,ZS,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZS,,IBULHSGFIN-ZS,INE148I07NK1,,,,SEC RE NCD SR.III,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,728.08-1092.12,0,0,1365871718,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,2181,1,0,109212,72808,1,1,1,0,0,1,0,66713,0,0,2181
13455,BL,nse_cm,,RATNAMANI,RATNAMANI-BL,,RATNAMANI-BL,INE703B01027,,,,RATNAMANI MET & TUB LTD.,,,5,1,-1,-1,2,-1,NSE,,,831600000,,831600000,0,0,1343952000,1344470400,0,2066.10-2107.80,0,0,1365873668,,,,,,,,,,CASH,,,,,200,,,,,,,,T+1,315513000,0,1,0,1,0,210780,206610,1,1,1,0,0,1,0,7.0092e+07,0,0,99999999
13456,BL,nse_cm,,SWELECTES,SWELECTES-BL,,SWELECTES-BL,INE409B01013,,,,SWELECT ENERGY SYS LTD,,,5,1,-1,-1,2,-1,NSE,,,831600000,,831600000,0,0,1342915200,1343433600,0,329.15-335.75,0,0,1365873667,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,33575,32915,1,1,1,0,0,1,0,1.51588e+07,0,0,99999999
13457,EQ,nse_cm,,KAMDHENU,KAMDHENU-EQ,,KAMDHENU,INE390H01012,,,,KAMDHENU LIMITED,,,5,1,-1,-1,2,-1,NSE,,,831600000,,831600000,0,0,0,0,1346976000,347.10-383.60,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,273691,1,0,38360,34710,1,1,1,0,0,1,0,2.69355e+07,0,0,273691
13459,BL,nse_cm,,KAMDHENU,KAMDHENU-BL,,KAMDHENU-BL,INE390H01012,,,,KAMDHENU LIMITED,,,5,1,-1,-1,2,-1,NSE,,,831600000,,831600000,0,0,0,0,1346976000,361.70-369.00,0,0,1365873668,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,36900,36170,1,1,1,0,0,1,0,2.69355e+07,0,0,99999999
13460,ZT,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZT,,IBULHSGFIN-ZT,INE148I07NI5,,,,SEC RE NCD 9.05% SR.IV,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,800.00-1200.00,0,0,1365871718,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,114,1,0,120000,80000,1,1,1,0,0,1,0,3500,0,0,114
13463,EQ,nse_cm,,PIONEEREMB,PIONEEREMB-EQ,,PIONEEREMB,INE156C01018,,,,PIONEER EMBROIDERIES LTD,,,5,1,-1,-1,2,-1,NSE,,,832204800,,832204800,0,0,1341532800,1342051200,0,26.45-39.65,0,0,1365879312,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,869254,1,0,3965,2645,1,1,1,0,0,1,0,2.65827e+07,0,0,869254
13465,ZU,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZU,,IBULHSGFIN-ZU,INE148I07NH7,,,,SEC RE NCD 9.55% SR.IV,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,816.00-1224.00,0,0,1365871718,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,4009,1,0,122400,81600,1,1,1,0,0,1,0,122616,0,0,4009
13467,BL,nse_cm,,PIONEEREMB,PIONEEREMB-BL,,PIONEEREMB-BL,INE156C01018,,,,PIONEER EMBROIDERIES LTD,,,5,1,-1,-1,2,-1,NSE,,,832204800,,832204800,0,0,1341532800,1342051200,0,32.75-33.35,0,0,1365873668,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,3335,3275,1,1,1,0,0,1,0,2.65827e+07,0,0,99999999
